Hello
resnet
2018-09-07 21:33:43.829581: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.1 instructions, but these are available on your machine and could speed up CPU computations.
2018-09-07 21:33:43.829662: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.2 instructions, but these are available on your machine and could speed up CPU computations.
2018-09-07 21:33:43.829684: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX instructions, but these are available on your machine and could speed up CPU computations.
2018-09-07 21:33:43.829697: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX2 instructions, but these are available on your machine and could speed up CPU computations.
2018-09-07 21:33:43.829711: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use FMA instructions, but these are available on your machine and could speed up CPU computations.
2018-09-07 21:33:44.126887: I tensorflow/core/common_runtime/gpu/gpu_device.cc:955] Found device 0 with properties: 
name: GeForce GTX 1080 Ti
major: 6 minor: 1 memoryClockRate (GHz) 1.582
pciBusID 0000:03:00.0
Total memory: 10.92GiB
Free memory: 10.76GiB
2018-09-07 21:33:44.126960: I tensorflow/core/common_runtime/gpu/gpu_device.cc:976] DMA: 0 
2018-09-07 21:34:00.271812: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_26/bottleneck_v2/conv3/convolution/dilation_rate: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.271828: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_26/bottleneck_v2/conv3/convolution/Shape: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.271843: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_26/bottleneck_v2/conv3/biases/Initializer/zeros: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.271857: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_26/bottleneck_v2/conv3/kernel/Regularizer/l2_regularizer/scale: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.271877: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_26/bottleneck_v2/conv3/weights/Initializer/truncated_normal/stddev: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.271892: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_26/bottleneck_v2/conv3/weights/Initializer/truncated_normal/mean: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.271906: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_26/bottleneck_v2/conv3/weights/Initializer/truncated_normal/shape: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.271920: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_26/bottleneck_v2/conv2/BatchNorm/moving_variance/Initializer/ones: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.271934: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_26/bottleneck_v2/conv2/BatchNorm/moving_mean/Initializer/zeros: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.271949: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_26/bottleneck_v2/conv2/BatchNorm/gamma/Initializer/ones: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.271971: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_26/bottleneck_v2/conv2/BatchNorm/beta/Initializer/zeros: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.271988: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_26/bottleneck_v2/conv2/convolution/dilation_rate: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.272004: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_26/bottleneck_v2/conv2/convolution/Shape: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.272019: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_26/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer/scale: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.272034: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_26/bottleneck_v2/conv2/weights/Initializer/truncated_normal/stddev: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.272048: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_26/bottleneck_v2/conv2/weights/Initializer/truncated_normal/mean: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.272062: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_26/bottleneck_v2/conv2/weights/Initializer/truncated_normal/shape: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.272077: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_26/bottleneck_v2/conv1/BatchNorm/moving_variance/Initializer/ones: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.272091: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_26/bottleneck_v2/conv1/BatchNorm/moving_mean/Initializer/zeros: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.272106: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_26/bottleneck_v2/conv1/BatchNorm/gamma/Initializer/ones: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.272120: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_26/bottleneck_v2/conv1/BatchNorm/beta/Initializer/zeros: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.272135: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_26/bottleneck_v2/conv1/convolution/dilation_rate: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.272151: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_26/bottleneck_v2/conv1/convolution/Shape: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.272166: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_26/bottleneck_v2/conv1/kernel/Regularizer/l2_regularizer/scale: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.272180: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_26/bottleneck_v2/conv1/weights/Initializer/truncated_normal/stddev: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.272194: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_26/bottleneck_v2/conv1/weights/Initializer/truncated_normal/mean: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.272208: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_26/bottleneck_v2/conv1/weights/Initializer/truncated_normal/shape: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.272230: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_26/bottleneck_v2/preact/moving_variance/Initializer/ones: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.272249: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_26/bottleneck_v2/preact/moving_mean/Initializer/zeros: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.272271: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_26/bottleneck_v2/preact/gamma/Initializer/ones: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.272287: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_26/bottleneck_v2/preact/beta/Initializer/zeros: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.272303: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_25/bottleneck_v2/conv3/convolution/dilation_rate: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.272319: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_25/bottleneck_v2/conv3/convolution/Shape: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.272335: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_25/bottleneck_v2/conv3/biases/Initializer/zeros: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.272349: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_25/bottleneck_v2/conv3/kernel/Regularizer/l2_regularizer/scale: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.272364: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_25/bottleneck_v2/conv3/weights/Initializer/truncated_normal/stddev: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.272378: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_25/bottleneck_v2/conv3/weights/Initializer/truncated_normal/mean: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.272392: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_25/bottleneck_v2/conv3/weights/Initializer/truncated_normal/shape: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.272407: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_25/bottleneck_v2/conv2/BatchNorm/moving_variance/Initializer/ones: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.272421: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_25/bottleneck_v2/conv2/BatchNorm/moving_mean/Initializer/zeros: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.272435: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_25/bottleneck_v2/conv2/BatchNorm/gamma/Initializer/ones: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.272450: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_25/bottleneck_v2/conv2/BatchNorm/beta/Initializer/zeros: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.272465: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_25/bottleneck_v2/conv2/convolution/dilation_rate: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.272480: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_25/bottleneck_v2/conv2/convolution/Shape: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.272495: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_25/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer/scale: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.272510: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_25/bottleneck_v2/conv2/weights/Initializer/truncated_normal/stddev: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.272524: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_25/bottleneck_v2/conv2/weights/Initializer/truncated_normal/mean: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.272539: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_25/bottleneck_v2/conv2/weights/Initializer/truncated_normal/shape: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.272553: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_25/bottleneck_v2/conv1/BatchNorm/moving_variance/Initializer/ones: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.272574: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_25/bottleneck_v2/conv1/BatchNorm/moving_mean/Initializer/zeros: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.272590: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_25/bottleneck_v2/conv1/BatchNorm/gamma/Initializer/ones: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.272604: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_25/bottleneck_v2/conv1/BatchNorm/beta/Initializer/zeros: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.272620: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_25/bottleneck_v2/conv1/convolution/dilation_rate: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.272635: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_25/bottleneck_v2/conv1/convolution/Shape: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.272650: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_25/bottleneck_v2/conv1/kernel/Regularizer/l2_regularizer/scale: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.272664: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_25/bottleneck_v2/conv1/weights/Initializer/truncated_normal/stddev: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.272679: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_25/bottleneck_v2/conv1/weights/Initializer/truncated_normal/mean: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.272693: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_25/bottleneck_v2/conv1/weights/Initializer/truncated_normal/shape: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.272708: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_25/bottleneck_v2/preact/moving_variance/Initializer/ones: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.272723: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_25/bottleneck_v2/preact/moving_mean/Initializer/zeros: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.272738: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_25/bottleneck_v2/preact/gamma/Initializer/ones: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.272752: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_25/bottleneck_v2/preact/beta/Initializer/zeros: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.272767: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_24/bottleneck_v2/conv3/convolution/dilation_rate: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.272783: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_24/bottleneck_v2/conv3/convolution/Shape: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.272798: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_24/bottleneck_v2/conv3/biases/Initializer/zeros: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.272813: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_24/bottleneck_v2/conv3/kernel/Regularizer/l2_regularizer/scale: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.272827: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_24/bottleneck_v2/conv3/weights/Initializer/truncated_normal/stddev: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.272841: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_24/bottleneck_v2/conv3/weights/Initializer/truncated_normal/mean: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.272935: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_24/bottleneck_v2/conv3/weights/Initializer/truncated_normal/shape: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.272954: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_24/bottleneck_v2/conv2/BatchNorm/moving_variance/Initializer/ones: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.272969: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_24/bottleneck_v2/conv2/BatchNorm/moving_mean/Initializer/zeros: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.272984: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_24/bottleneck_v2/conv2/BatchNorm/gamma/Initializer/ones: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.272998: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_24/bottleneck_v2/conv2/BatchNorm/beta/Initializer/zeros: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.273014: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_24/bottleneck_v2/conv2/convolution/dilation_rate: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.273030: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_24/bottleneck_v2/conv2/convolution/Shape: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.273045: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_24/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer/scale: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.273059: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_24/bottleneck_v2/conv2/weights/Initializer/truncated_normal/stddev: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.273074: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_24/bottleneck_v2/conv2/weights/Initializer/truncated_normal/mean: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.273088: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_24/bottleneck_v2/conv2/weights/Initializer/truncated_normal/shape: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.273102: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_24/bottleneck_v2/conv1/BatchNorm/moving_variance/Initializer/ones: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.273116: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_24/bottleneck_v2/conv1/BatchNorm/moving_mean/Initializer/zeros: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.273131: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_24/bottleneck_v2/conv1/BatchNorm/gamma/Initializer/ones: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.273145: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_24/bottleneck_v2/conv1/BatchNorm/beta/Initializer/zeros: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.273160: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_24/bottleneck_v2/conv1/convolution/dilation_rate: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.273176: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_24/bottleneck_v2/conv1/convolution/Shape: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.273191: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_24/bottleneck_v2/conv1/kernel/Regularizer/l2_regularizer/scale: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.273205: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_24/bottleneck_v2/conv1/weights/Initializer/truncated_normal/stddev: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.273227: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_24/bottleneck_v2/conv1/weights/Initializer/truncated_normal/mean: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.273243: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_24/bottleneck_v2/conv1/weights/Initializer/truncated_normal/shape: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.273258: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_24/bottleneck_v2/preact/moving_variance/Initializer/ones: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.273274: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_24/bottleneck_v2/preact/moving_mean/Initializer/zeros: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.273300: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_24/bottleneck_v2/preact/gamma/Initializer/ones: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.273322: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_24/bottleneck_v2/preact/beta/Initializer/zeros: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.273339: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_23/bottleneck_v2/conv3/convolution/dilation_rate: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.273355: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_23/bottleneck_v2/conv3/convolution/Shape: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.273370: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_23/bottleneck_v2/conv3/biases/Initializer/zeros: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.273384: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_23/bottleneck_v2/conv3/kernel/Regularizer/l2_regularizer/scale: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.273398: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_23/bottleneck_v2/conv3/weights/Initializer/truncated_normal/stddev: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.273412: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_23/bottleneck_v2/conv3/weights/Initializer/truncated_normal/mean: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.273426: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_23/bottleneck_v2/conv3/weights/Initializer/truncated_normal/shape: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.273441: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_23/bottleneck_v2/conv2/BatchNorm/moving_variance/Initializer/ones: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.273455: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_23/bottleneck_v2/conv2/BatchNorm/moving_mean/Initializer/zeros: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.273469: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_23/bottleneck_v2/conv2/BatchNorm/gamma/Initializer/ones: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.273483: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_23/bottleneck_v2/conv2/BatchNorm/beta/Initializer/zeros: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.273498: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_23/bottleneck_v2/conv2/convolution/dilation_rate: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.273513: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_23/bottleneck_v2/conv2/convolution/Shape: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.273537: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_23/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer/scale: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.273554: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_23/bottleneck_v2/conv2/weights/Initializer/truncated_normal/stddev: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.273569: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_23/bottleneck_v2/conv2/weights/Initializer/truncated_normal/mean: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.273583: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_23/bottleneck_v2/conv2/weights/Initializer/truncated_normal/shape: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.273597: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_23/bottleneck_v2/conv1/BatchNorm/moving_variance/Initializer/ones: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.273612: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_23/bottleneck_v2/conv1/BatchNorm/moving_mean/Initializer/zeros: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.273626: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_23/bottleneck_v2/conv1/BatchNorm/gamma/Initializer/ones: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.273640: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_23/bottleneck_v2/conv1/BatchNorm/beta/Initializer/zeros: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.273655: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_23/bottleneck_v2/conv1/convolution/dilation_rate: (Const)/job:localhost/replica:0/task:0/gpu:0
2018-09-07 21:34:00.273671: I tensorflow/core/common_runtime/simple_placer.cc:872] resnet_v2_152/block3/unit_23/bottleneck_v2/conv1/convolution/Shape: (Const)/job:localhost/replica:0/task:0/gpu:0
